compound_id,standardized_inchikey,normalized_label,murcko_scaffold,group_key,fold_id
CMP:ZFMSMUAANRJZFM-UHFFFAOYSA-N,ZFMSMUAANRJZFM-UHFFFAOYSA-N,1,c1ccccc1,CMP:AMTRFSFECFPSHF-UHFFFAOYSA-N,0
CMP:ZFXYFBGIUFBOJW-UHFFFAOYSA-N,ZFXYFBGIUFBOJW-UHFFFAOYSA-N,0,O=c1[nH]c(=O)c2[nH]cnc2[nH]1,CMP:RYYVLZVUVIJVGH-UHFFFAOYSA-N,4
CMP:ZINRVIQBCHAZMM-UHFFFAOYSA-N,ZINRVIQBCHAZMM-UHFFFAOYSA-N,1,O=C1c2ccccc2C(=O)c2ccccc21,CMP:BTLXPCBPYBNQNR-UHFFFAOYSA-N,4
CMP:ZKXDGKXYMTYWTB-UHFFFAOYSA-N,ZKXDGKXYMTYWTB-UHFFFAOYSA-N,1,C1COCCN1,CMP:BZXUQIDKDGGYPB-UHFFFAOYSA-N,1
CMP:ZLFVRXUOSPRRKQ-UHFFFAOYSA-N,ZLFVRXUOSPRRKQ-UHFFFAOYSA-N,0,c1ccc(N=Nc2cccc3ccccc23)cc1,CMP:KEYWXKLGZZGHMT-UHFFFAOYSA-N,1
CMP:ZLHNYIHIHQEHJQ-UHFFFAOYSA-N,ZLHNYIHIHQEHJQ-UHFFFAOYSA-N,0,,CMP:ZLHNYIHIHQEHJQ-UHFFFAOYSA-N,3
CMP:ZLSWBLPERHFHIS-UHFFFAOYSA-N,ZLSWBLPERHFHIS-UHFFFAOYSA-N,0,c1ccccc1,CMP:AMTRFSFECFPSHF-UHFFFAOYSA-N,0
CMP:ZMJOVJSTYLQINE-UHFFFAOYSA-N,ZMJOVJSTYLQINE-UHFFFAOYSA-N,1,,CMP:ZMJOVJSTYLQINE-UHFFFAOYSA-N,2
CMP:ZMQAAUBTXCXRIC-UHFFFAOYSA-N,ZMQAAUBTXCXRIC-UHFFFAOYSA-N,1,c1ccc2c(c1)OCO2,CMP:FIPWRIJSWJWJAI-UHFFFAOYSA-N,2
CMP:ZMXDDKWLCZADIW-UHFFFAOYSA-N,ZMXDDKWLCZADIW-UHFFFAOYSA-N,0,,CMP:ZMXDDKWLCZADIW-UHFFFAOYSA-N,4
CMP:ZNEBZIJCDDCNRC-SWTLDUCYSA-N,ZNEBZIJCDDCNRC-SWTLDUCYSA-N,0,C1CCC(OC2CCCO2)OC1,CMP:BAQAVOSOZGMPRM-QBMZZYIRSA-N,4
CMP:ZNSMNVMLTJELDZ-UHFFFAOYSA-N,ZNSMNVMLTJELDZ-UHFFFAOYSA-N,1,,CMP:ZNSMNVMLTJELDZ-UHFFFAOYSA-N,4
CMP:ZOJPXCPZDSRIKP-UHFFFAOYSA-N,ZOJPXCPZDSRIKP-UHFFFAOYSA-N,1,c1ccc(-c2cscn2)cc1,CMP:AKZHPJMVGQRYGX-UHFFFAOYSA-N,4
CMP:ZOMSMJKLGFBRBS-UHFFFAOYSA-N,ZOMSMJKLGFBRBS-UHFFFAOYSA-N,0,O=C1NS(=O)(=O)Nc2ccccc21,CMP:ZOMSMJKLGFBRBS-UHFFFAOYSA-N,1
CMP:ZPTVNYMJQHSSEA-UHFFFAOYSA-N,ZPTVNYMJQHSSEA-UHFFFAOYSA-N,0,c1ccccc1,CMP:AMTRFSFECFPSHF-UHFFFAOYSA-N,0
CMP:ZQBWQLJJMGJREB-UHFFFAOYSA-N,ZQBWQLJJMGJREB-UHFFFAOYSA-N,1,c1coc(-c2cscn2)c1,CMP:DUWYZHLZDVCZIO-UHFFFAOYSA-N,3
CMP:ZQPPMHVWECSIRJ-KTKRTIGZSA-N,ZQPPMHVWECSIRJ-KTKRTIGZSA-N,0,,CMP:ZQPPMHVWECSIRJ-KTKRTIGZSA-N,2
CMP:ZRKWMRDKSOPRRS-UHFFFAOYSA-N,ZRKWMRDKSOPRRS-UHFFFAOYSA-N,1,,CMP:ZRKWMRDKSOPRRS-UHFFFAOYSA-N,1
CMP:ZRVIKNOBHVPYAM-UHFFFAOYSA-N,ZRVIKNOBHVPYAM-UHFFFAOYSA-N,1,,CMP:ZRVIKNOBHVPYAM-UHFFFAOYSA-N,3
CMP:ZRWPUFFVAOMMNM-UHFFFAOYSA-N,ZRWPUFFVAOMMNM-UHFFFAOYSA-N,0,O=C1C=C2COCC=C2O1,CMP:ZRWPUFFVAOMMNM-UHFFFAOYSA-N,3
CMP:ZSDSQXJSNMTJDA-UHFFFAOYSA-N,ZSDSQXJSNMTJDA-UHFFFAOYSA-N,0,c1ccccc1,CMP:AMTRFSFECFPSHF-UHFFFAOYSA-N,0
CMP:ZSPWEUZMDXEYMX-UHFFFAOYSA-N,ZSPWEUZMDXEYMX-UHFFFAOYSA-N,0,O=c1[nH]ccn1N=Cc1ccco1,CMP:ZSPWEUZMDXEYMX-UHFFFAOYSA-N,4
CMP:ZTHYODDOHIVTJV-UHFFFAOYSA-N,ZTHYODDOHIVTJV-UHFFFAOYSA-N,0,c1ccccc1,CMP:AMTRFSFECFPSHF-UHFFFAOYSA-N,0
CMP:ZUOUZKKEUPVFJK-UHFFFAOYSA-N,ZUOUZKKEUPVFJK-UHFFFAOYSA-N,0,c1ccc(-c2ccccc2)cc1,CMP:AUGNBQPSMWGAJE-UHFFFAOYSA-N,1
CMP:ZUXJWNFAYDAZJB-UHFFFAOYSA-N,ZUXJWNFAYDAZJB-UHFFFAOYSA-N,1,,CMP:ZUXJWNFAYDAZJB-UHFFFAOYSA-N,0
CMP:ZVTOLKAVCZXHFM-UHFFFAOYSA-N,ZVTOLKAVCZXHFM-UHFFFAOYSA-N,1,c1ccccc1,CMP:AMTRFSFECFPSHF-UHFFFAOYSA-N,0
CMP:ZYEMGPIYFIJGTP-UHFFFAOYSA-N,ZYEMGPIYFIJGTP-UHFFFAOYSA-N,1,c1ccccc1,CMP:AMTRFSFECFPSHF-UHFFFAOYSA-N,0
CMP:ZZUFCTLCJUWOSV-UHFFFAOYSA-N,ZZUFCTLCJUWOSV-UHFFFAOYSA-N,0,c1ccc(NCc2ccco2)cc1,CMP:ZZUFCTLCJUWOSV-UHFFFAOYSA-N,1
